コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,辰己,通常,パターン1,中央,膝上,"「連れて行きたい所がある。一緒に
来てくれ」",
send,,,,,,,"そう言って歩いて行こうとする辰己の
背中を追いかけた。",
fadein,1,,,,,,,
back,丘,,,,,,,
fadeout,1,,,,,,,
bgmstop,,,,,,,,
bgmplay,ED02,,,,,,,
send,,,,,,,"辰己に連れられてやってきたのは
美しく鮮やかな紅葉に包まれた丘
であった。",
send,,沙夜,,,,,「あの、辰己さんここは？」,
send,,辰己,照,パターン1,中央,膝上,「...永遠の丘」,
draw,,,照,,中央,膝上,,
send,,沙夜,,,,,「え？」,
send,,辰己,照,パターン1,中央,膝上,「前に話してただろ？」,
send,,辰己,照,パターン1,中央,膝上,"「永遠の丘で愛を誓い合った2人は
永遠に結ばれるって」",
send,,辰己,照,パターン1,中央,膝上,「ここがその場所」,
draw,,辰己,照,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そんな前に話していたこと
覚えていてくれたんですか？」",
fadein,1,,,,,,,
back,玄関（め組）,,,,,,,
fadeout,1,,,,,,,
send,,沙夜,,,,,"「その場所で愛を誓い合った男女は
永遠に結ばれるそうなんです。」",
send,,沙夜,,,,,"「いつか私もそういう場所にお慕い
する方と行ってみたいです。」",
fadein,1,,,,,,,
back,丘,,,,,,,
fadeout,1,,,,,,,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,あの時お菊ちゃんから聞いた場所。,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"辰己に話したら下らないと一蹴
していたのに。",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,その場所に辰己が連れてきてくれた。,
send,,辰己,呆,パターン1,中央,膝上,"「あの時は、そんなもんくだらねぇって
言っちまったけど」",
send,,辰己,照,パターン1,中央,膝上,"「お前が喜ぶなら連れてきて
やりたいと思った。",
send,,辰己,照,パターン1,中央,膝上,"「それに、お前とならそんな迷信を
信じてみるのも悪くねぇかなって
思ったんだよ」",
draw,,辰己,照,パターン1,中央,膝上,,
send,,沙夜,,,,,「…辰己さん」,
draw,,辰己,照,パターン1,中央,膝上,,
send,,沙夜,,,,,「私すごく嬉しいです」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"こぼれそうなくらい目に涙をためて
微笑む沙夜。",
draw,,辰己,通常,パターン1,中央,腰上,,
send,,,,,,,"その笑顔を見た途端
辰己は沙夜を抱き寄せて―",
fadein,8,,,,,,,
back,辰己スチル,,,,,,,
fadeout,8,,,,,,,
voice,tatsumi_36,辰己,,,,,「お前のこと散々傷つけたけど」,
voice,tatsumi_37,辰己,,,,,"「これからはそんなこと忘れるくらい
大切にする」",
draw,,辰己,,,,,,
send,,沙夜,,,,,「辰己さん」,
voice,tatsumi_38,辰己,,,,,"「俺がお前を守ってやる。だから
俺のそばにいろ」",
draw,,辰己,,,,,,
send,,,,,,,"辰己の言葉におさえていた涙が
溢れてくる。",
draw,,辰己,,,,,,
send,,沙夜,,,,,"「はい。ずっと辰己さんのそばに
います」",
send,,辰己,,,,,"この丘で愛を誓い合った2人は
永遠に結ばれるんだったよな？」",
voice,tatsumi_39,辰己,,,,,"「お前はもう永遠に俺のものだ。
一生離さねぇから覚悟しろよ？」",
draw,,辰己,,,,,,
send,,沙夜,,,,,「はい！望むところです！」,
draw,,辰己,,,,,,
send,,,,,,,"その笑顔を見届けてから、辰己は
沙夜に顔を近づけ",
fadein,8,,,,,,,
back,黒,,,,,,,
send,,,,,,,2人の唇がそっと重ねられた。,
back,丘,,,,,,,
fadeout,8,,,,,,,
send,,,,,,,"永遠を誓い合う2人を祝福するかの
ように、紅葉が一層美しく煌めいて
いた。",
send,,,,,,,それはまるで2人の恋の炎のように,
send,,,,,,,熱く、紅く,
send,,,,,,,"決して消すことのできない輝きを
放っていた。",
sceneEnd,,,,,,,,
