コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
fadeout,5,,,,,,,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「どうして、
そんなこと言うんですか……？」",
send,,辰己,通常,パターン1,中央,膝上,"「……俺は、源さんがいいと
言うまでは屋根を降りない」",
send,,辰己,汗,パターン1,中央,膝上,"「だがここにいたら、
お前は必ず俺たちの火事場に
ついてくる」",
send,,辰己,汗,パターン1,中央,膝上,"「……お前の身に何かあった時、
俺は、お前を助けてやれねえ」",
send,,辰己,呆,パターン1,中央,膝上,"「だから、お前はもっと安全な
場所で暮らせ」",
send,,辰己,通常,パターン1,中央,膝上,"「さっきの言葉が聞けただけで、
俺は十分だから」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「……そんなの、ずっと辰己さんを
見ていたんだからわかってます！」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「辰己さん、さっき私が死ぬのを
想像したくなかったって
言いましたよね？」",
send,,辰己,汗,パターン1,中央,膝上,「ああ、だから尚更……」,
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「だったら私は死にません！」,
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私は辰己さんに守って
もらうためにここにいるわけじゃない
ですから！」",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私は……辰己さんを支えるために
そばにいたいんです。そのためなら
自分の命くらい自分で守ります！」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,沙夜は思いの丈を打ち明けた。,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"興奮したせいで上がった息
を落ち着けようと大きく息を吸うと、
辰己の口角が上がり……。",
send,,辰己,呆,パターン1,中央,膝上,"「……全く、お前って女は。
かなわねえな」",
draw,,辰己,呆,パターン1,中央,腰上,,
send,,,,,,,"離れてしまった身体の隙間を
埋めるように、もう一度辰己が
強く沙夜の身体を抱き寄せた。",
send,,辰己,喜,パターン1,中央,腰上,"「それでこそ、俺の女だ……。
ありがとな」",
draw,,辰己,喜,パターン1,中央,腰上,,
send,,,,,,,"月の明かりが、
一つとなった二人の影を
濃く映し出していた。",
sceneEnd,minigame,,,,,,,
