コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,辰己,汗,パターン1,中央,膝上,"「この状況で、おまえをひとりに
できるわけねえだろ…」",
send,,沙夜,,,,,「うぅ…すみません」,
send,,辰己,喜,パターン1,中央,膝上,「さっきから謝ってばかりだな」,
send,,辰己,通常,パターン1,中央,膝上,「さっさと帰るぞ」,
send,,,,,,,"そう言って歩き出した辰己の後に
続いて、は詰所へ帰っていった。",
fadein,1,,,,,,,
back,広間,,,,,,,
bgmPlay,nichijou02,,,,,,,
fadeout,1,,,,,,,
send,,,,,,,"詰所に着くと、仕事を終えた組員
たちが一足先に帰ってきていた。",
draw,,辰巳,通常,パターン1,左,膝上,,
send,,酉助,驚,パターン1,右,膝上,「あれ、なんでふたりが一緒に？」,
draw,,辰巳,通常,パターン1,左,膝上,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,沙夜,,,,,"「帰る途中でお会いして、
一緒に帰ってきたんです」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,通常,パターン1,左,膝上,"「おい、おまえが悪徳商人に
つかまってるところを
俺が助けたって、ちゃんと伝えろよ」",
draw,,辰巳,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「そうだったんだ…。
辰己が戻ってこないから
みんな心配してたんだからな」",
draw,,酉助,通常,パターン1,右,膝上,,
draw,,辰巳,通常,パターン1,左,膝上,,
send,,沙夜,,,,,"「酉助さん
辰己さんを怒らないでください。
私が悪いので…」",
draw,,辰巳,通常,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「ちゃんとした理由があるんだし、
むしろ辰己をほめてあげたいくらい」",
draw,,辰巳,通常,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「沙夜ちゃんを助けたことは
ほめるけど、あまり調子に
乗らないようにね？」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,汗,パターン1,左,膝上,「は、はい…」,
draw,,辰巳,通常,パターン1,左,膝上,,
send,,酉助,哀,パターン1,右,膝上,"「沙夜ちゃんも、ひとりで出かける
 ときは気を付けて」",
draw,,酉助,通常,パターン1,右,膝上,,
draw,,辰巳,通常,パターン1,左,膝上,,
send,,沙夜,,,,,「はい！ご心配おかけしました」,
draw,,辰巳,通常,パターン1,中央,膝上,,
send,,,,,,,"沙夜の返事に微笑むと、酉助は
自分の部屋へ行ってしまった。",
draw,,辰巳,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「辰己さん！
今日はありがとうございました！」",
send,,辰己,通常,パターン1,中央,膝上,"「おう。今度出かけるときは、
俺に声かけろよ…」",
draw,,辰巳,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「え？」,
send,,辰己,通常,パターン1,中央,膝上,"「また変なやつに捉まらないように、
 俺も一緒に出かける」",
draw,,辰巳,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「…わかりました」,
send,,,,,,,"辰己の言葉に驚きつつも、
少し嬉しく感じた沙夜。",
send,,沙夜,,,,,"（辰己さんのことが少しずつ
わかってきた気がする…。
今度は頼ってもらえたらいいな…）",
fadein,1,,,,,,,
bgmPlay,serious02,,,,,,,
back,庭（夜）,,,,,,,
fadeout,1,,,,,,,
send,,,,,,,"詰所が寝静まった頃、辰己はひとり
月明りに照らされる庭を眺めていた。",
send,,辰己,汗,パターン1,中央,膝上,「…なんなんだ、この気持ち」,
send,,辰己,呆,パターン1,中央,膝上,"「最近あいつのことばかり気にして、
 ほんと何考えてんだろ…」",
send,,,,,,,"沙夜とは違い、自分の気持ちに
疑問を抱く辰己であった。",
sceneEnd,,,,,,,,
