コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,寅之介,通常,パターン1,左,膝上,"「どうしたの、そんなに焦って。
もしかして俺にとられちゃうと
思った?」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「彼女が困ってたから助けただけ」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「沙夜ちゃん、部屋行ってて」,
draw,,酉助,通常,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,沙夜,,,,,「わかりました」,
draw,,酉助,通常,パターン1,右,膝上,,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,,,,,,そう言って沙夜は部屋に戻った。,
draw,,酉助,怒,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「珍しいね、女の子を大切そうに
してるなんて」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「あの子は特別なんだ。トラにも
渡したくないくらいに...」",
draw,,酉助,怒,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,「そんなにあの子が好きなんだね」,
draw,,酉助,怒,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,"「じゃあ、俺は邪魔しないで
見守ろうかなぁ~」",
draw,,寅之介,喜,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,「え?」,
draw,,酉助,汗,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,"「珍しい酉助が見れて俺は
満足だし」",
draw,,酉助,汗,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「あの子は確かにかわいいけど、
女の子は他にもたくさん
いるからね」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「あの子...沙夜ちゃんは譲れない」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「初めてなんだ、こんなに誰かを
大切に思えたの...」",
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,「誰にも譲れない...」,
draw,,酉助,怒,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,「お前、変わったな」,
draw,,寅之介,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「自分でもそう思うよ」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,通常,パターン1,左,膝上,"「わかったわかった。
人の恋路に邪魔はしねえよ」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,寅之介,喜,パターン1,左,膝上,"「んじゃ、俺は帰るからあとは
頑張れよ」",
send,,酉助,汗,パターン1,中央,膝上,「なんだったんだよ...」,
fadein,2,,,,,,,
bgmstop,,,,,,,,
back,主人公の部屋,,,,,,,
bgmPlay,evening,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,"寅之介が去ってから
沙夜の元へ向かった。",
send,,酉助,,,,,「沙夜ちゃん、いる?」,
send,,沙夜,,,,,「はい、どうぞ」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,,,,,,"ふすまを開けると何か言いたげな
表情を浮かべた酉助がいた。",
send,,酉助,汗,パターン1,中央,膝上,「さっきのことなんだけど...」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私、寅之介さんとは
何もないです！」",
send,,酉助,通常,パターン1,中央,膝上,"「...わかってるよ。トラがしてきた
ことだろ？」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「はい...
「酉助さんに誤解されたくなくて...」",
send,,酉助,通常,パターン1,中央,膝上,「どうして?」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「わからないです...。
でも、酉助さんはどうして
助けてくれたんですか？」",
send,,酉助,汗,パターン1,中央,膝上,"「沙夜ちゃんに触れるトラを見て、
嫉妬...したのかな」",
send,,酉助,汗,パターン1,中央,膝上,"「自分の大切な人が他の男の
腕の中にいるのが嫌だったんだ」",
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「酉助さん...」,
send,,酉助,通常,パターン1,中央,膝上,"「俺は沙夜ちゃんが大切で、他の
誰にも渡したくないって思ってる」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,,,,,,"酉助の想いを知った沙夜は、言葉を
失っていた。",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「えっと...」,
send,,酉助,汗,パターン1,中央,膝上,「...あ、ごめん。気にしないで」,
send,,酉助,汗,パターン1,中央,膝上,「じゃあ俺は部屋に戻るから」,
send,,,,,,,酉助は部屋に戻ってしまった。,
send,,沙夜,,,,,(私が大切...?),
send,,沙夜,,,,,"(酉助さんはどういう意味で
言ったんだろう...)",
sceneEnd,,,,,,,,
draw,困ります,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「困ります」,
send,,寅之介,通常,パターン1,中央,膝上,「どうして？」,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「どうしてって…」,
return,,,,,,,,
draw,酉助さんが…,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「酉助さんが…」,
send,,寅之介,通常,パターン1,中央,膝上,「え？」,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ、なんでもありません！」,
draw,,寅之介,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,（酉助さんが、気になるから…）,
return,,,,,,,,
draw,「......」,寅之介,通常,,中央,膝上,,
send,,沙夜,,,,,「…」,
send,,寅之介,通常,,中央,膝上,「沙夜ちゃん？」,
draw,,寅之介,通常,,中央,膝上,,
send,,沙夜,,,,,「あ、はい！すみません」,
draw,,寅之介,通常,,中央,膝上,,
send,,沙夜,,,,,"（寅之介さん、どうしたんだろう？
様子がおかしいような…？）",
return,,,,,,,,
