コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,酉助,喜,パターン1,中央,膝上,"「みんなに自慢して、“俺の娘は
おまえらにはやらないからな”って
ずっと言ってた」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そんなこと言ってたんですか…。
なんだか恥ずかしいです」",
send,,酉助,通常,パターン1,中央,膝上,"「誰にもだっこさせて
くれなかったんだよ？」",
send,,酉助,通常,パターン1,中央,膝上,"「でも、俺にだけ特別に
だっこさせてくれたんだ」",
sceneEnd,,,,,,,,
draw,私の父様ですから,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「私の自慢の父様ですから」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「困ってる人は放って
おけないんです」",
send,,酉助,通常,パターン1,中央,膝上,「君もそこは同じだね」,
return,,,,,,,,
draw,酉助さんにそんなことが,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さんがそんな大変な思いを
していたなんて」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「父様が酉助さんを見つけてくれて
くれて良かった」",
send,,酉助,通常,パターン1,中央,膝上,「本当に壬さんに救われたよ」,
return,,,,,,,,
draw,全然知らなかった,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そんなことがあったなんて
私何も知らなかったです」",
send,,酉助,通常,パターン1,中央,膝上,"「落ち込むことはないよ。
壬さんも話して
いなかったんだから」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「でも…」,
return,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
bgmStop,,,,,,,,
