コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,,,,,,"辰己はあぐらをかいた膝に肘を
ついて顔を隠してしまった。",
draw,,辰己,呆,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,（こんなのいたたまれない……！）,
return,,,,,,,,
draw,わかりません,辰己,汗,パターン1,左,膝上,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,沙夜,,,,,「まだ……今はわかりません……」,
send,,酉助,,パターン1,中央,膝上,"「沙夜ちゃん、君は正直者だけどさ、
……辰己のこの顔見てごらんよ」",
draw,,辰己,照,パターン1,中央,膝上,,
send,,,,,,,"酉助に促され、沙夜が辰己の
顔を見ると……。",
send,,辰己,照,パターン1,中央,膝上,「うっせぇな。こっち見んな」,
draw,,辰己,照,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「素直じゃないな、辰己は。
耳まで真っ赤にしてそんなこと
言っても、意味ないよ？」",
draw,,辰己,呆,パターン1,左,膝上,,
draw,,酉助,通常,パターン1,右,膝上,,
send,,,,,,,"辰己は苛立ちをごまかすように、
頭を掻いた。",
return,,,,,,,,
draw,結婚したい気持ちは……,辰己,驚,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,"「まぁ、結婚したい気持ちは
ありますが……」",
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,喜,パターン1,右,膝上,"「おお！　よかったじゃないか。
なぁ、辰己。狙い目じゃないか」",
draw,,酉助,喜,パターン1,右,膝上,,
send,,辰己,汗,パターン1,左,膝上,"「あんたな……。沙夜の気持ち
だって考えやれよ……」",
draw,,辰己,汗,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,（……私の、気持ちか……）,
draw,,辰己,汗,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,"「じゃあ聞こう。沙夜ちゃん、
どうだい？        
辰己を伴侶にするのは」",
draw,,酉助,通常,パターン1,右,膝上,,
send,,辰己,怒,パターン1,左,膝上,"「おいッ！　そういうのここで
聞くんじゃねえ」",
draw,,辰己,怒,パターン1,左,膝上,,
draw,,酉助,喜,パターン1,右,膝上,,
send,,沙夜,,,,,"（これは……私がこの場にいない
方がいいかも……！！）",
return,,,,,,,,
