コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,沙夜,,,,,"「私こそ、すみません……。
でも気になってしまって……」",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私、辰己さんに自分の身は
自分で守るなんて
言ったのに……」",
send,,辰己,通常,パターン1,中央,膝上,"「……今、火が上がってんのは
や組の管轄だ。気にすんな」",
send,,辰己,通常,パターン1,中央,膝上,"「それに……お前にそんな風に
言わせたのも俺だろ」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「あれは私が勝手に……――」,
send,,辰己,怒,パターン1,中央,膝上,"「いいから。裾めくるぞ。
転んだってことは足痛めたんだろ？」",
draw,,辰己,怒,パターン1,中央,膝上,,
send,,,,,,,辰己は沙夜の足首に触れる。,
return,,,,,,,,
draw,怪我なんてしてません,辰己,驚,パターン1,中央,腰上,,
send,,沙夜,,,,,"「いえ、何もありません。
大丈夫です」",
send,,辰己,通常,パターン1,中央,膝上,"「本当か？　……じゃあ、
立ってみろよ」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,その言葉に立ち上がった瞬間。,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「あっ……！」,
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,"よろけた沙夜の身体を、
辰己が優しく抱きとめる。",
send,,辰己,汗,パターン1,中央,膝上,"「お前な……。こういう時くらい
素直に言えよ」",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,（迷惑かけちゃったな……）,
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「ごめんなさい……」,
send,,辰己,呆,パターン1,中央,膝上,"「悪い。お前が素直に言えないのは
俺のせいだよな」",
draw,,辰己,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「え……」,
send,,辰己,通常,パターン1,中央,膝上,"「足、見せてみろ。
裾めくるぞ」",
draw,,辰己,通常,パターン1,中央,膝上,,
send,,,,,,,そういって辰己が裾をめくる。,
return,,,,,,,,
draw,足首を捻って……,辰己,驚,パターン1,中央,腰上,,
send,,沙夜,,,,,"「すみません……。
足首を捻ってしまって……」",
send,,辰己,驚,パターン1,中央,腰上,"「捻った？　大丈夫かよ。
見せてみろ」",
draw,,辰己,驚,パターン1,中央,腰上,,
send,,沙夜,,,,,"「あ、いえ……！　それほどじゃ
ありません！　大丈夫ですから！」",
draw,,辰己,驚,パターン1,中央,膝上,,
send,,,,,,,"沙夜は辰己に心配かけまいと、
手を振って立とうとする。",
send,,辰己,汗,パターン1,中央,膝上,「歩けんのか？　ほらよ」,
draw,,辰己,汗,パターン1,中央,膝上,,
send,,,,,,,"辰己が差し伸べてくれた手を取ろうと
するも……。",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「きゃっ……！」,
send,,辰己,驚,パターン1,中央,膝上,「おい……！」,
draw,,辰己,驚,パターン1,中央,膝上,,
send,,,,,,,"立ち上がろうと足に力を入れるが
うまく立ち上がることが出来ずに
尻もちをついてしまう。",
send,,辰己,汗,パターン1,中央,膝上,"「無理すんなよ……。
足、見せてみろ」",
draw,,辰己,汗,パターン1,中央,膝上,,
send,,,,,,,辰己は沙夜の裾をめくった。,
return,,,,,,,,
