コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,酉助,喜,パターン1,中央,膝上,"「昨日頑張りすぎちゃったから
疲れてたんだよ」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「そ、それは言わないで
ください!!」",
send,,酉助,喜,パターン1,中央,膝上,「可愛いからつい」,
send,,酉助,通常,パターン1,中央,膝上,"「そろそろ詰所に帰ろうか。
みんなに心配されちゃう」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「そうですね、帰りましょう！」,
send,,酉助,喜,パターン1,中央,膝上,"「またこうして2人で
出かけようね」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「はい！」,
send,,酉助,通常,パターン1,中央,膝上,「沙夜ちゃん」,
send,,,,,,,"振り向いた沙夜に軽く口づけし、
笑顔で沙夜の手を握った。",
send,,酉助,喜,パターン1,中央,膝上,「愛してる」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「…私もです」,
send,,,,,,,"お互いの気持ちを確かめ合うように
２人はもう一度唇を重ねた。",
sceneEnd,,,,,,,,
