コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,沙夜,,,,,「温かいうちに食べてくださいね」,
send,,酉助,汗,パターン1,中央,膝上,"「ありがとう。
ごめんね、手間取らせちゃって」",
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「いえ、酉助さんお仕事で
忙しそうですし、これくらいさせて
ください」",
send,,酉助,喜,パターン1,中央,膝上,「助かるよ」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「少ししたらお膳取りに来ますね」,
send,,酉助,通常,パターン1,中央,膝上,"「俺が片づけるからいいよ。
沙夜ちゃんはもう休んで」",
choice,4,,,,,,わかりました,
choice,6,,,,,,これも私の仕事です,
choice,3,,,,,,酉助さんこそ,
send,,酉助,通常,パターン1,中央,膝上,"「...じゃあ、俺の話に少し
付き合ってくれないかな?」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「もちろんです」,
send,,酉助,通常,パターン1,中央,膝上,"「前に俺が[め組]の一員になった
話はしたよね」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「聞きました」,
send,,酉助,通常,パターン1,中央,膝上,"「そのあと、俺の世話をしてくれた
人がいたんだ」",
send,,酉助,通常,パターン1,中央,膝上,"「名前は丙治っていって、とても
優しくて頼りになる人だった」",
send,,酉助,喜,パターン1,中央,膝上,"「こういう人が兄だったら
いいなって、何度か思ったり
したこともあったんだ」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「今、丙治さんは...?」,
send,,酉助,汗,パターン1,中央,膝上,"「沙夜ちゃんがここへ来る前に
いなくなった」",
send,,酉助,汗,パターン1,中央,膝上,"「火災で丙治さんは家族を
亡くしたんだ」",
send,,酉助,哀,パターン1,中央,膝上,"「家族の笑顔が見れるから俺は
生きてるんだって言ってた人が、
大切な家族を亡くして」",
send,,酉助,呆,パターン1,中央,膝上,「とてもつらかったと思う」,
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,"「じゃあ、今はひとりでどこかに
いるってことですか...?」",
send,,酉助,通常,パターン1,中央,膝上,"「...今日、町を歩いていたら
丙治さんを見かけたんだ」",
send,,酉助,通常,パターン1,中央,膝上,"「俺の知ってる丙治さんとは
雰囲気が変わっていたけど...」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「声はかけれなかったんですか?」,
send,,酉助,汗,パターン1,中央,膝上,「声はかけれなかった...」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「今もこの町のどこかで一人で
いるのでしょうか？」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「今度、丙治さん見かけたら、
声かけましょう」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「お会いしたことないので、どんな
方かわかりませんけど...」",
send,,酉助,喜,パターン1,中央,膝上,"「沙夜ちゃんが隣にいてくれる
だけで力になるよ」",
send,,酉助,喜,パターン1,中央,膝上,"「そうだね、今度見かけたら
声かけてみるよ」",
draw,,酉助,哀,パターン1,中央,膝上,,
send,,,,,,,"寂しそうな表情を浮かべる酉助を
元気づけるために、沙夜は提案を
する。",
draw,,酉助,哀,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さん!明日、一緒に町に
出ませんか?」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「もしかしたら丙治さんに
会えるかもしれないですし」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「会えなかったとしても、
気晴らしに散歩にでも
行きませんか?」",
send,,酉助,喜,パターン1,中央,膝上,「いいね。行こうか」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"(少し笑顔になった...。
明日、丙治さんに会えるといいな...)",
send,,酉助,通常,パターン1,中央,膝上,"「そうとなったら、沙夜ちゃん先に
休んだ方がいいよ」",
send,,酉助,通常,パターン1,中央,膝上,「お膳は俺が片づけておくから」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「え、でも...」,
send,,酉助,喜,パターン1,中央,膝上,"「話を聞いてくれてありがとう。
元気になったよ」",
send,,酉助,喜,パターン1,中央,膝上,"「あと、夕食ありがとう。
ゆっくり休んで」",
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「じゃあ、お言葉に甘えて...」,
send,,酉助,喜,パターン1,中央,膝上,「うん、おやすみ」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,「おやすみなさい」,
sceneEnd,,,,,,,,
draw,わかりました,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「わかりました」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「では休みますで、しばらくここに
いさせてください」",
send,,酉助,汗,パターン1,中央,膝上,「沙夜ちゃん…」,
send,,酉助,汗,パターン1,中央,膝上,「君には敵わないな」,
return,,,,,,,,
draw,これも私の仕事です,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ、これも私の仕事ですから」,
send,,酉助,通常,パターン1,中央,膝上,「君は真面目だね」,
send,,酉助,通常,パターン1,中央,膝上,"「そのひたむきに頑張る君だから
組の連中も信頼してるんだ」",
return,,,,,,,,
draw,酉助さんこそ,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「酉助さんこそ休んでください」,
send,,酉助,通常,パターン1,中央,膝上,"「俺はしばらくここにいるよ
考えたいことがあるんだ」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,（酉助さん…）,
return,,,,,,,,
