コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
send,,,,,,,"すると、遠くから酉助を呼ぶ声が
聞こえてきた。",
draw,,酉助,怒,パターン1,右,膝上,,
draw,,丙治,通常,パターン1,左,膝上,,
send,,沙夜,,,,,"「酉助さーん!!
いたら返事して下さい!!」",
draw,,丙治,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,「沙夜ちゃん...?」,
draw,,酉助,汗,パターン1,右,膝上,,
draw,,丙治,通常,パターン1,左,膝上,,
send,,沙夜,,,,,"「あ、いた!!
大変なんです、源七さんが...!」",
draw,,酉助,汗,パターン1,右,膝上,,
send,,丙治,通常,パターン1,左,膝上,"「これは驚いた。
壬さんの娘じゃないか」",
draw,,酉助,怒,パターン1,右,膝上,,
draw,,丙治,通常,パターン1,左,膝上,,
send,,沙夜,,,,,「え?」,
draw,,丙治,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「彼が丙治さんだ。
沙夜ちゃん俺の後ろにいて」",
draw,,酉助,怒,パターン1,右,膝上,,
send,,丙治,怒,パターン1,左,膝上,「おまえその娘が大切か?」,
draw,,丙治,怒,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,「え?」,
draw,,酉助,汗,パターン1,右,膝上,,
send,,丙治,怒,パターン1,左,膝上,"「後ろに隠してまで守りたいと
思ってるのか?」",
draw,,丙治,怒,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「この子は[め組]の一員なんだ。
組員を大切に思うのは当たり前だ」",
draw,,酉助,怒,パターン1,右,膝上,,
draw,,丙治,通常,パターン1,左,膝上,,
send,,沙夜,,,,,(組員として大切...),
draw,,酉助,怒,パターン1,右,膝上,,
send,,丙治,通常,パターン1,左,膝上,"「違うな。おまえは気付いていない
だけなんだ」",
draw,,丙治,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,「何が言いたい」,
draw,,酉助,怒,パターン1,右,膝上,,
send,,丙治,通常,パターン1,左,膝上,"「失って気付くようじゃ遅いんだ。
そのうちわからせてやる」",
draw,,酉助,怒,パターン1,右,膝上,,
send,,,,,,,"酉助に背を向けてその場を
立ち去ろうとした丙治を呼び止める
酉助。",
send,,酉助,怒,パターン1,中央,膝上,「待て!どこに行くんだ!?」,
draw,,酉助,怒,パターン1,右,膝上,,
send,,丙治,通常,パターン1,左,膝上,"「さあ...
俺はどこに行きたいんだろうな」",
draw,,酉助,怒,パターン1,中央,膝上,,
send,,,,,,,"不気味な笑顔を浮かべ、酉助の
前から去っていった。",
send,,酉助,汗,パターン1,中央,膝上,「丙治さん...、どうして...」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「あの方が丙治さんですか?」,
send,,酉助,呆,パターン1,中央,膝上,"「あぁ...。けど、今の丙治さんは
やっぱりおかしい...」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,"「きっと何か理由があるんだと
思います…」",
draw,,酉助,呆,パターン1,中央,膝上,,
send,,沙夜,,,,,「あ!!それより！」,
send,,酉助,汗,パターン1,中央,膝上,「どうかした?」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「現場が大変なんです!!
源七さんが落ちてきた瓦礫で怪我を
してしまって...」",
send,,酉助,驚,パターン1,中央,膝上,"「源さんが！？
すぐに現場に行こう」",
send,,,,,,,源七のいる現場まで2人は走り出した。,
sceneEnd,,,,,,,,
