コマンド,パラメーター,キャラクター名,表情,服装,表示位置,表示サイズ,テキスト,背景
back,広間,,,,,,,
bgmPlay,evening,,,,,,,
fadeout,2,,,,,,,
send,,,,,,,翌日,
send,,,,,,,"幸いに源七の怪我が軽く、翌日から
仕事へ復帰していた。",
draw,,酉助,通常,パターン1,右,膝上,,
send,,源七,通常,パターン1,左,膝上,「そうか、丙治に会ったか...」,
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,怒,パターン1,右,膝上,"「やっぱりここにいたときとは、
別人だった」",
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,哀,パターン1,右,膝上,"「ここへ戻ってくることはないと
思う」",
draw,,酉助,哀,パターン1,右,膝上,,
send,,源七,通常,パターン1,左,膝上,「そうか...。残念だな...」,
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,通常,パターン1,右,膝上,「じゃあ、俺は仕事に戻るよ」,
draw,,酉助,通常,パターン1,右,膝上,,
send,,源七,通常,パターン1,左,膝上,「おう、ありがとうな」,
draw,,源七,通常,パターン1,左,膝上,,
send,,酉助,汗,パターン1,右,膝上,"「まだ完治したわけじゃないから、
あまり無理しないようにね」",
draw,,酉助,汗,パターン1,右,膝上,,
send,,源七,喜,パターン1,左,膝上,「わかってるっての!」,
fadein,2,,,,,,,
back,庭（昼）,,,,,,,
fadeout,2,,,,,,,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,,,,,,"廊下へ出て、ふと庭を見ると
野良猫と戯れる沙夜を見つけた。",
send,,酉助,通常,パターン1,中央,膝上,「沙夜ちゃん?」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,「わあ!!」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,,,,,,"猫に夢中になっていた沙夜は、
突然声をかけられて驚いた。",
send,,酉助,汗,パターン1,中央,膝上,「ごめん、驚かせちゃったね」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「いえ、大丈夫です」,
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,「それより、どうかしましたか?」,
send,,酉助,喜,パターン1,中央,膝上,"「いや、庭を見たら沙夜ちゃんが
いたから声かけたんだけど...」",
send,,酉助,喜,パターン1,中央,膝上,「その猫、きみには懐くみたいだね」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,沙夜,,,,,"「辰己さんにもここへ来たばかりの
ときに、いたずらされないよう
にって言われましたけど」",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「この子、いい子ですよ!
こんなに懐いてるんです」",
send,,酉助,通常,パターン1,中央,膝上,「男には懐かないのかな」,
draw,,酉助,通常,パターン1,中央,膝上,,
send,,,,,,,"そう言ってから何か考えこむように
黙ってしまった酉助。",
draw,,酉助,通常,パターン1,中央,膝上,,
send,,沙夜,,,,,"「酉助さん?
どうしたんですか、難しい顔して...」",
send,,酉助,汗,パターン1,中央,膝上,"「ん?あ、あぁ...ちょっと考えごと。
ごめんね、気にしないで」",
send,,沙夜,,,,,"「何かあったらいつでも
話してくださいね」",
draw,,酉助,汗,パターン1,中央,膝上,,
send,,沙夜,,,,,"「私も酉助さんの力に
なりたいんです」",
send,,酉助,喜,パターン1,中央,膝上,「ありがとう...」,
draw,,酉助,喜,パターン1,中央,膝上,,
send,,,,,,,そう言って酉助は微笑んだ。,
sceneEnd,minigame,,,,,,,
